split,id,item_id,dept_id,cat_id,store_id,state_id,date,d,d_num,sales,sell_price,seasonal_naive_28,random_forest_pred,xgboost_pred,lightgbm_pred,lightgbm_tuned_pred
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-13,d_1871,1871,17,0.98,15.0,16.47058081945917,17.184916,17.447168567727353,18.71718581701697
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-14,d_1872,1872,6,0.98,0.0,14.120037908007774,15.666317,15.848194318994972,14.231468505055274
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-15,d_1873,1873,3,0.98,5.0,13.076822053727122,12.22916,12.99163379921077,13.159625628241534
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-16,d_1874,1874,3,0.98,10.0,14.003816583320337,12.29941,13.5580900722888,13.520630586335946
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-17,d_1875,1875,1,0.98,12.0,11.775791875522138,10.803364,11.20861920930555,10.957851536580304
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-18,d_1876,1876,10,0.98,15.0,14.681246777641112,13.516081,13.70229161133704,13.873788744020064
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-19,d_1877,1877,23,0.98,19.0,15.32153011196587,16.526096,18.46368795223237,18.0175997668016
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-20,d_1878,1878,16,0.98,15.0,15.722936644781845,16.158718,17.146503076917465,18.149864854543058
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-21,d_1879,1879,11,0.98,7.0,13.398124963879482,14.358573,13.730893881728203,16.000518117064154
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-22,d_1880,1880,14,0.98,15.0,11.862312210932592,12.741765,12.79328489992176,12.98910975107122
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-23,d_1881,1881,11,0.98,2.0,13.146361851641378,13.3598175,11.98973938325488,13.888949497095451
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-24,d_1882,1882,10,0.98,20.0,13.451314465395797,13.932635,15.81307838479837,15.167222139980016
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-25,d_1883,1883,6,0.98,17.0,11.733601986808136,14.245193,14.929733934588668,14.915359198780909
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-26,d_1884,1884,10,0.98,16.0,16.10188008528597,18.634478,17.99279685329635,19.40636697003469
Validation,HOUSEHOLD_1_521_CA_3_validation,HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-03-27,d_1885,1885,11,0.98,8.0,15.175953641229563,16.421679,16.060935523678705,16.675290620196776
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-03-28,d_1886,1886,2,0.98,28.0,12.3829848183034,9.467,9.355192255456652,8.82852684475819
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-03-29,d_1887,1887,8,0.98,20.0,11.856451834585515,9.97623,10.569970747062218,10.300224289554896
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-03-30,d_1888,1888,10,0.98,8.0,9.732492803746164,9.007329,9.910875603111268,8.201865697846877
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-03-31,d_1889,1889,13,0.98,9.0,7.292573686204046,9.238373,9.682839527940528,8.669287395622655
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-01,d_1890,1890,15,0.98,19.0,11.96506209972495,11.292502,12.59787219435577,11.26896312392302
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-02,d_1891,1891,35,0.98,22.0,13.144790191179917,14.751049,14.220179945296117,14.263089547907134
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-03,d_1892,1892,24,0.98,24.0,12.31237762462518,14.299995,15.137591223825153,14.32109792171456
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-04,d_1893,1893,22,0.98,22.0,10.641972881528725,10.60492,11.19221419921692,10.334418047383965
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-05,d_1894,1894,7,0.98,10.0,12.514336477703692,11.679617,13.420358709821285,12.144777331704722
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-06,d_1895,1895,7,0.98,5.0,8.720011772639143,11.187396,11.971906354267974,12.4746810611057
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-07,d_1896,1896,3,0.98,7.0,8.532472431576217,8.925726,10.039253936117944,9.345118878253787
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-08,d_1897,1897,38,0.98,31.0,12.21466825285466,14.91762,15.88430110784118,14.228952568193272
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-09,d_1898,1898,15,0.98,19.0,14.58231093959947,16.414246,16.512258239963064,13.877898896249311
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-10,d_1899,1899,20,0.98,25.0,13.447059999205129,14.375466,15.063654395574854,12.955010871943152
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-11,d_1900,1900,13,0.98,16.0,10.744160105148778,13.728993,13.865729503134562,11.245293173096448
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-12,d_1901,1901,22,0.98,6.0,11.239412026330095,14.325941,14.729966154992844,13.851630436880711
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-13,d_1902,1902,9,0.98,2.0,7.60302763657964,9.468842,10.8078923578544,8.214240282078546
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-14,d_1903,1903,3,0.98,5.0,9.649926804235529,12.207402,13.487243041223277,10.70928244284007
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-15,d_1904,1904,24,0.98,22.0,13.47380562765646,16.647863,17.00967493514457,13.219574530001667
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-16,d_1905,1905,23,0.98,23.0,12.582132704104056,14.498059,15.35760258409391,10.859740252280991
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-17,d_1906,1906,24,0.98,20.0,12.111278496604896,13.765211,14.60242240783608,10.27564357725323
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-18,d_1907,1907,10,0.98,16.0,11.819830124583785,10.365803,12.242302643607967,8.177248519957391
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-19,d_1908,1908,8,0.98,3.0,9.081642259726744,9.631293,11.075992242116156,7.828170159843765
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-20,d_1909,1909,4,0.98,10.0,8.557904586964668,10.082872,11.649217033570928,8.018632069100622
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-21,d_1910,1910,5,0.98,20.0,11.32636677969223,10.03923,11.967337691444804,8.64901215377002
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-22,d_1911,1911,0,0.98,27.0,12.827481594246294,13.935412,14.988704320419282,12.108969399835846
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-23,d_1912,1912,0,0.98,31.0,16.305541924110564,15.973353,15.885863963661343,14.430773120644863
Test,FOODS_1_113_WI_2_validation,FOODS_1_113,FOODS_1,FOODS,WI_2,WI,2016-04-24,d_1913,1913,16,0.98,10.0,11.196286286747702,13.104124,11.842203815819277,10.858328262489367
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-03-28,d_1886,1886,2,0.98,34.0,12.557584430167609,8.771203,10.711255733515536,12.149439990558992
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-03-29,d_1887,1887,0,0.98,18.0,12.025049660478237,8.792684,10.746775057116086,11.575332713224896
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-03-30,d_1888,1888,2,0.98,23.0,10.19281265303658,8.556416,10.924208603907232,9.878535520166762
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-03-31,d_1889,1889,6,0.98,25.0,11.288518863053696,9.550584,11.972183137787388,10.88032830447109
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-01,d_1890,1890,5,0.98,6.0,11.92183470637279,9.793407,11.91311219266179,11.160257455118476
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-02,d_1891,1891,36,0.98,18.0,11.825762580772594,15.262532,16.20520139227458,13.19944785910578
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-03,d_1892,1892,29,0.98,31.0,13.047155288838956,15.775102,16.589039177336403,15.075490366564614
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-04,d_1893,1893,24,0.98,21.0,12.074855639776803,9.909279,10.92178258201004,9.928391156561904
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-05,d_1894,1894,17,0.98,15.0,10.479329531473354,11.374731,13.21337453740879,11.64624879180626
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-06,d_1895,1895,9,0.98,18.0,9.941554127166794,11.46994,13.391572430650031,12.670943616318766
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-07,d_1896,1896,7,0.98,6.0,11.512799016937608,9.268141,11.856767449283009,10.228813991382417
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-08,d_1897,1897,8,0.98,16.0,11.329913165335029,16.334932,17.198568563014337,16.586180355373934
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-09,d_1898,1898,45,0.98,24.0,13.974673961374547,17.972294,18.99313908201162,17.92651277754663
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-10,d_1899,1899,36,0.98,49.0,14.817240860010989,15.664767,14.44046681425914,13.938925622001058
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-11,d_1900,1900,15,0.98,19.0,12.713474251443,19.288183,14.112210183819665,16.152310653554682
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-12,d_1901,1901,14,0.98,6.0,13.21917583623186,13.535626,12.66796423611206,13.53733903281068
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-13,d_1902,1902,0,0.98,2.0,10.092474257210814,10.04284,8.165140078616151,8.073838185303652
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-14,d_1903,1903,4,0.98,3.0,11.792323477391548,12.794429,9.627615004290472,11.03294953749926
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-15,d_1904,1904,27,0.98,31.0,14.976473227703844,14.680885,14.101393060265009,15.264105186861896
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-16,d_1905,1905,37,0.98,14.0,12.445710451332634,13.281244,11.333416416775178,11.172859776313166
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-17,d_1906,1906,31,0.98,24.0,14.20277426311434,17.04519,12.71880248152094,14.217523727337506
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-18,d_1907,1907,12,0.98,9.0,9.048283222703567,11.21019,8.664712994086655,8.711195027554362
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-19,d_1908,1908,14,0.98,26.0,11.8888156065534,10.457722,9.873340428462088,9.707158203188223
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-20,d_1909,1909,6,0.98,21.0,12.210443836842408,10.512721,10.350235604580384,9.94017890143456
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-21,d_1910,1910,3,0.98,16.0,11.940645614057017,10.141079,11.961572348578269,8.959220154432407
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-22,d_1911,1911,36,0.98,43.0,15.310799092802426,16.06283,14.594947483365942,16.468788284694227
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-23,d_1912,1912,21,0.98,28.0,15.030548338174984,17.51699,14.860265169913204,13.814474914091946
Test,FOODS_1_204_WI_2_validation,FOODS_1_204,FOODS_1,FOODS,WI_2,WI,2016-04-24,d_1913,1913,15,0.98,6.0,11.648333487533602,13.9655695,10.803748368098269,10.453956844943514
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-03-28,d_1886,1886,25,0.94,0.0,11.250673438237714,10.36222,11.620047620520856,11.47712739481889
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-03-29,d_1887,1887,19,0.94,0.0,11.176355617648344,10.131663,10.891955724378011,11.093747888720364
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-03-30,d_1888,1888,13,0.94,0.0,10.400100740279337,10.131663,10.891955724378011,11.202951381511362
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-03-31,d_1889,1889,13,0.94,0.0,10.798729261426512,10.131663,10.891955724378011,11.197717721600588
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-01,d_1890,1890,16,0.94,19.0,10.479622327228318,7.3941474,8.57573807286245,8.175793014339053
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-02,d_1891,1891,24,0.94,31.0,11.59973214285714,21.242373,18.70703842361532,16.67483790796752
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-03,d_1892,1892,45,0.94,29.0,12.165625,23.226646,12.924401422660386,17.546361175895044
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-04,d_1893,1893,34,0.94,16.0,10.792677693496278,8.8482895,8.802523904264978,11.69167644258212
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-05,d_1894,1894,18,0.94,22.0,12.846541286727458,15.662366,16.40098234440952,16.517335285491118
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-06,d_1895,1895,39,0.94,32.0,13.416279761904764,17.696604,17.15187461907125,18.102986837380143
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-07,d_1896,1896,19,0.94,34.0,17.45661858974359,17.307596,11.756414944820373,13.960000986432874
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-08,d_1897,1897,24,0.94,14.0,13.745204899267398,20.731373,13.818100894423344,16.957623164891793
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-09,d_1898,1898,39,0.94,19.0,17.052853896103894,21.835558,19.62784604063623,22.152455045387885
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-10,d_1899,1899,35,0.94,26.0,12.817796323894688,18.094084,13.969279182344463,16.932977663318535
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-11,d_1900,1900,42,0.94,26.0,12.937536540275524,20.481136,16.77756580881833,21.402677673157573
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-12,d_1901,1901,38,0.94,25.0,12.945393683132668,18.939566,14.62284661339666,19.84465949223858
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-13,d_1902,1902,16,0.94,6.0,11.640030169483294,12.211146,8.164696932246123,10.628982687525736
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-14,d_1903,1903,14,0.94,41.0,16.13447401627399,20.426792,14.77531704735326,21.7605945381561
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-15,d_1904,1904,27,0.94,15.0,14.1588011123621,16.75524,15.865989541629078,20.98106684222569
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-16,d_1905,1905,16,0.94,31.0,20.12865076112412,18.02763,14.55635653344477,18.755696378437435
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-17,d_1906,1906,11,0.94,9.0,13.619506397500343,14.82907,11.93687368026534,13.639656292745794
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-18,d_1907,1907,12,0.94,11.0,15.365708034405106,14.271662,10.61561352640704,12.716194532148464
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-19,d_1908,1908,6,0.94,8.0,14.509283194132426,11.555937,9.139421026379566,10.984737818899664
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-20,d_1909,1909,19,0.94,13.0,14.39187320479039,12.682295,9.243360659082644,11.718021049034016
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-21,d_1910,1910,25,0.94,11.0,12.612533053190544,10.846133,9.732968907668983,11.052672807793227
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-22,d_1911,1911,17,0.94,18.0,14.244662791669535,12.95735,12.605055779508875,13.56375716325518
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-23,d_1912,1912,14,0.94,19.0,16.421441051267102,16.585857,15.125429873733164,17.14657032077375
Test,FOODS_2_360_WI_3_validation,FOODS_2_360,FOODS_2,FOODS,WI_3,WI,2016-04-24,d_1913,1913,6,0.94,13.0,13.28520736446774,15.382629,14.426328454035565,13.48905543288129
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-03-28,d_1886,1886,21,0.25,0.0,6.793759920634922,7.6637535,9.395569627471696,6.316707490174377
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-03-29,d_1887,1887,9,0.25,0.0,4.155857129168918,5.099546,5.867176172955996,4.445928750882633
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-03-30,d_1888,1888,7,0.25,0.0,2.0133406426643967,4.6552324,4.541560283539903,2.633062835528333
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-03-31,d_1889,1889,19,0.25,0.0,2.0508406426643964,4.6552324,4.541560283539903,2.542385203453285
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-01,d_1890,1890,13,0.25,0.0,2.211064485848835,4.4445996,3.967091987914811,2.5881823990529567
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-02,d_1891,1891,27,0.25,0.0,2.807918727691745,4.8668647,4.62868429969694,4.181336698241218
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-03,d_1892,1892,1,0.25,0.0,1.6117778546758723,4.8669724,4.55370372201627,4.0203264896096975
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-04,d_1893,1893,0,0.25,0.0,1.3272677499094514,3.7181685,3.6881697650459735,2.67202335249728
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-05,d_1894,1894,25,0.25,0.0,1.3229398920328648,5.0328555,5.410521677456631,4.086106598418098
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-06,d_1895,1895,37,0.25,0.0,1.3500232253661983,5.0328555,5.694666499650893,4.087880390363406
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-07,d_1896,1896,16,0.25,0.0,1.5816914512081526,3.921185,4.352773430644032,2.445493347291384
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-08,d_1897,1897,38,0.25,35.0,10.622797619047615,13.8766165,8.790790740368276,9.723138009199872
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-09,d_1898,1898,25,0.25,46.0,12.634613095238096,9.782946,7.314737333508505,11.164681242887871
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-10,d_1899,1899,21,0.25,22.0,14.110937500000002,5.73703,6.8760686434216325,9.970165664331374
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-11,d_1900,1900,16,0.25,28.0,12.41574404761905,11.873488,12.132057809375365,16.82216535282019
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-12,d_1901,1901,23,0.25,18.0,11.98822510822511,13.415241,12.876947668319062,14.073598957052775
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-13,d_1902,1902,5,0.25,1.0,8.689890555626736,5.7377286,5.445166224537883,5.875807948696166
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-14,d_1903,1903,4,0.25,1.0,9.17409103401086,7.5533004,8.574568846008836,9.883182872010185
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-15,d_1904,1904,45,0.25,0.0,9.981496212121211,8.363606,8.805727742396899,9.672692542499377
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-16,d_1905,1905,0,0.25,1.0,8.98540326151122,5.065839,5.2318029625733775,6.716637909755958
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-17,d_1906,1906,6,0.25,0.0,9.19488962985939,5.1590114,4.932090626329218,5.674156346982591
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-18,d_1907,1907,10,0.25,0.0,6.641546012467065,3.7922292,4.708410007899682,4.714844818656416
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-19,d_1908,1908,2,0.25,2.0,7.72810344145346,4.1309724,5.098748231396958,5.655026196014625
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-20,d_1909,1909,3,0.25,11.0,8.437679745923367,4.294927,4.860287194593178,5.181693027233004
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-21,d_1910,1910,9,0.25,8.0,7.439959381471089,4.96364,5.185360755552115,5.128905059133684
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-22,d_1911,1911,19,0.25,8.0,9.046485657115957,6.0182467,6.598723500752317,7.08896999757336
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-23,d_1912,1912,4,0.25,22.0,11.804613095238093,8.300529,7.914206140832253,8.320967966583291
Test,FOODS_3_007_WI_3_validation,FOODS_3_007,FOODS_3,FOODS,WI_3,WI,2016-04-24,d_1913,1913,8,0.25,22.0,13.19247767857143,7.9923077,8.417044527465313,8.747222014692094
Test,FOODS_3_150_WI_2_validation,FOODS_3_150,FOODS_3,FOODS,WI_2,WI,2016-03-28,d_1886,1886,8,1.88,46.0,29.11883333333333,26.789593,32.21936361787521,25.384690154448386
Test,FOODS_3_150_WI_2_validation,FOODS_3_150,FOODS_3,FOODS,WI_2,WI,2016-03-29,d_1887,1887,7,1.88,26.0,24.89534926470588,22.561981,27.193055717486736,23.307461403038943
Test,FOODS_3_150_WI_2_validation,FOODS_3_150,FOODS_3,FOODS,WI_2,WI,2016-03-30,d_1888,1888,11,1.88,24.0,20.975,19.946518,27.86496675888647,23.07969730017276
Test,FOODS_3_150_WI_2_validation,FOODS_3_150,FOODS_3,FOODS,WI_2,WI,2016-03-31,d_1889,1889,7,1.88,44.0,23.832261904761907,17.79799,25.355459759277924,19.4761400833257
